Invoice Date,Beneficiary Name,Due Date,Grand Total,Service Code,Client Number,Invoice #,Confirmation Number,Line Item Number,Cost Description,GL Description #1,GL Description #2,Gl Account #,Sub Account #,Bank,Status,Terms Code,Date of Order,Transaction Type,Detail Type,Currency,Currencydate,Office,Tax Code
12/18/2023,01492-001,12/18/2023,237.38,SPRP,08148-070011,3883716,https://api.docparser.com/v1/document/media/6bc7hjISUGFaHc-mJytZx9YiizOTO-9zAJX_CBaRfcJG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Emilia Zavala from Doctors Medical Center-Mode 1441 Florida Ave Med Recs in Modesto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/18/2023,LA,
12/1/2023,01492-001,12/1/2023,116.75,SPRP,08148-070009,3875639,https://api.docparser.com/v1/document/media/vDbw6HEhKCMQD1dQtHEeFDHCa6LtFWjz-r7ZXmnbDglG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Tyree Demari Khounphinith from Sutter Medical Foundation Ima in 1625 Stockton Blvd. Suite 207
Sacramento, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/1/2023,LA,
12/5/2023,01492-001,12/5/2023,41.00,SPRP,08148-070027,3877482,https://api.docparser.com/v1/document/media/1UBVCG5bSuo0eKkHyWcwXYj-Sw997We2hHo4IwA_AeFG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Kenneth S. Johnson from Beloo Mirakhur in Palo Alto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/5/2023,LA,
12/14/2023,01492-001,12/14/2023,277.02,SPRP,03587-059894,3882957,https://api.docparser.com/v1/document/media/mNJiZRvPlUBrhBMqAiOQD5ljE5rnEaZ1wDjgIrigqSlG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Sierra Nevada Memorial Hospi 155 Glasson Way Bldg 4 in Grass Valley, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/14/2023,LA,
12/20/2023,01492-001,12/20/2023,96.25,SPRP,029155-059831,3885204,https://api.docparser.com/v1/document/media/_NfZlNqNE6St-2PfJc2sJs-0kFgxScCzLzI2W3--0ypG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Matthew S. Botello from Alaska Regional Hospital in 2801 Debarr Rd
Anchorage, Ak.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/20/2023,01492-001,12/20/2023,173.16,SPRP,03587-059894,3885271,https://api.docparser.com/v1/document/media/VIwLLxinEIUriuMQHw-b9wd3L6WBUspoo8uAcAhhH15G4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Mercy General Hospital/dignit 3400 Data Drive Ste 1064 in Rancho Cordova, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/12/2023,01492-001,12/12/2023,76.75,SPRP,0164-01901,3881118,https://api.docparser.com/v1/document/media/Cj8VNSu73Ex2BU_qOhVUE84_P4wPyaw-1R1DhzHAGWJG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Shalom Caples from Josephine County 500 N.w. 6th St in Grants Pass, Or.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/12/2023,LA,
12/20/2023,01492-001,12/20/2023,79.00,SPRP,029155-059831,3885203,https://api.docparser.com/v1/document/media/5Ak0uPsLuV_x10za79zUWbVkS1GqT3FMkCuccwM_7dVG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Matthew S. Botello from Revolution Sport & Spine Ther in 35249 Kenal Spur Hwy Ste C
Soldotna, Ak.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/6/2023,01492-001,12/6/2023,176.29,SPRP,08148-070011,3878042,https://api.docparser.com/v1/document/media/-KXurJIi4W28Uci9TMr6aARcShds1C2wmU6uqOw5fDtG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Emilia Zavala from Angkor Chiropractic 1303 Yosemite Blvd in Modesto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/6/2023,LA,
12/7/2023,01492-001,12/7/2023,120.81,SPRP,03587-059897,3878499,https://api.docparser.com/v1/document/media/_fkVhu7BVzTinEZrSOYTDR_AU4OyNMW4HMl7rQZ9XphG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Pedro Perez Pablo from Bay Area Injury-Medical Imagin in 29 S. 13th St
San Jose, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/7/2023,LA,
12/6/2023,01492-001,12/6/2023,140.13,SPRP,08448-070052,3877685,https://api.docparser.com/v1/document/media/NFHkH9-_rJ3Wvj9ypq30aXydfSXS-Xqd1egNzVZ65sxG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Teresa Puskas from Aesthetic in Beverly Hills, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/6/2023,LA,
12/4/2023,01492-001,12/4/2023,122.56,SPRP,08448-070052,3876453,https://api.docparser.com/v1/document/media/T3Hl2Vqc0sCqxLIHHSiWd-rj9lMhTdsoyvvU7kzUhh9G4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Teresa Puskas from Faramarz Davidi in Encino, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/4/2023,LA,
12/7/2023,01492-001,12/7/2023,164.40,SPRP,08448-070026,3878659,https://api.docparser.com/v1/document/media/y8txDrjLV5RPNGoa5t4qojCa6u_kw2TRcNpWFGlhwBpG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gami Yani from Providence St. Joseph Medical 501 S. Buena Vista St in Burbank, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/7/2023,LA,
12/13/2023,01492-001,12/13/2023,112.58,SPRP,08148-070019,3881683,https://api.docparser.com/v1/document/media/7PFaw4UDNaFYb_N3oRD4tVtwNau1iu6rB724wYtBKKtG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Robert Lewis Clark from Physical Therapy & Wellness C 2490 S. Main St in Red Bluff, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/13/2023,LA,
12/13/2023,01492-001,12/13/2023,264.09,SPRP,08448-070052,3882258,https://api.docparser.com/v1/document/media/rjPQ9tKs0awk2K9u1EZUbln3lSJzOIDUidSnz6mZncJG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Teresa Puskas from Priti Modi in Modesto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/13/2023,LA,
12/13/2023,01492-001,12/13/2023,64.82,SPRP,08148-070011,3882054,https://api.docparser.com/v1/document/media/4RcvrnO3JMMcRw57Grzh-8XffaiBWPCg-e3Eb-gfxoxG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Emilia Zavala from Douglas Abeles in Castro Valley, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/13/2023,LA,
12/14/2023,01492-001,12/14/2023,147.78,SPRP,08148-070019,3882435,https://api.docparser.com/v1/document/media/5sMYVa_azOwppUs0Vtkw-6nkGnfdqLL2aOp-pGvWV2tG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Robert Lewis Clark from Lassen Medical Group 2450 Sister Mary Columba Dr in Red Bluff, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/14/2023,LA,
12/22/2023,01492-001,12/22/2023,111.25,SPRP,03587-059894,3886713,https://api.docparser.com/v1/document/media/BQFDdj6UpFl2Tg381BKqpxsu4KLp9bv1pSjOIcFz7ZhG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Mercy General Hospital 4001 J Street in Sacramento, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/22/2023,LA,
12/6/2023,01492-001,12/6/2023,193.92,SPRP,08148-070011,3877807,https://api.docparser.com/v1/document/media/eiGuR6pGna5LZ29xe6joIMfphYNjPuY9Z6aUVMEXyEVG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Emilia Zavala from Modesto Advanced Diagnostic 157 East Coolidge in Modesto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/6/2023,LA,
12/13/2023,01492-001,12/13/2023,158.65,SPRP,08148-070011,3881943,https://api.docparser.com/v1/document/media/HvhWxBsmNjtnrfcbvb0Ci5E2b16L5IqzSUMT1jOxkjVG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Emilia Zavala from Doctors Medical Center-Mode 1441 Florida Ave in Modesto, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/13/2023,LA,
12/6/2023,01492-001,12/6/2023,1301.79,SPRP,04967-059807,3878045,https://api.docparser.com/v1/document/media/aXLSJVr9zmKTFrW45Kfms5htScU8tOvHgW9uAddHDctG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of William Lalane Hamilton from Kaiser/pmg-Vallejo/napa 800 Sereno Dr 2nd Floor in Vallejo, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/6/2023,LA,
12/19/2023,01492-001,12/19/2023,840.36,SPRP,08148-070019,3884878,https://api.docparser.com/v1/document/media/U8EVbQqPL2LPB_NsnvS_PTE9kmrtSrLZN-YYGtiC_KlG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Robert Lewis Clark from Dignity Health St. Elizabeth Co 2550 Sister Mary Columba Dr in Red Bluff, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/19/2023,LA,
12/15/2023,01492-001,12/15/2023,117.05,SPRP,03587-059894,3883227,https://api.docparser.com/v1/document/media/Xgp87bllcWdarYS0KV8Z136lI6OoRm2a2nxubVp8AGBG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Mercy General Hospital/dignit 3400 Data Drive Ste 1064 in Rancho Cordova, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/15/2023,LA,
12/4/2023,01492-001,8/15/2021,74.50,SPRP,002021-056652,3876560,https://api.docparser.com/v1/document/media/kRbC1ktLaA0HnRtXJIsTFqRbSz3s4AfiAIKQ90neP5ZG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Raymond Vincente Digiacomo from Sfgh Adult Urgent Care Cente 1001 Potrero Ave in San Francisco, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,8/15/2021,LA,
12/6/2023,01492-001,2/16/2023,111.25,SPRP,08268-058595,3878002,https://api.docparser.com/v1/document/media/rmcJ3OJkfiVXVYibjdHrwPEtPU8WZx5a4Hj_w9Q29BZG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Pedro Gomez Corrales from Alameda County Medical Cente in 1411 E. 31st St 3rd Fl
Oakland, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,2/16/2023,LA,
12/29/2023,01492-001,12/29/2023,149.59,SPRP,02702-059588,3889253,https://api.docparser.com/v1/document/media/wk3ML2dH51MOz4RpqI3NtVUN7tSNqH31nh8HoMgyp4tG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Seda Kasemyan from Adventist Health - Glendale 381 Merrill Ave. 2nd Fl in Glendale, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/29/2023,LA,
12/4/2023,01492-001,12/4/2023,146.83,SPRP,08148-070009,3876669,https://api.docparser.com/v1/document/media/EXNZ9yCx0BwOBh18h5FW0KfpBztGxCjLT5BaBjcSbBNG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Tyree Demari Khounphinith from Sutter Medical Foundation in 1625 Stockton Blvd. Ste 110
Sacramento, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/4/2023,LA,
12/22/2023,01492-001,12/22/2023,122.81,SPRP,03587-059894,3887214,https://api.docparser.com/v1/document/media/YnDqWjMxqyrzkZyhxF_TdyF1hF-5zJf0T8MBhZQoICdG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from U.c. Davis Medical Center 10888 White Rock Rd Suite 1100 in Rancho Cordova, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/22/2023,LA,
12/19/2023,01492-001,12/19/2023,309.97,SPRP,02702-059555,3884885,https://api.docparser.com/v1/document/media/33T0Id4FL-qNMrnIUdQ3FJMobYQuXArKewKxYzacT9ZG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Oscar Jesse Rideau from Pacific Spine & Orthopedics 455 Old Newport Blvd Suite 101 in Newport Beach, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/19/2023,LA,
12/12/2023,01492-001,12/12/2023,190.88,SPRP,02702-059555,3880956,https://api.docparser.com/v1/document/media/GsnVToW2BIb1flq5dfz_137aeo6L7ElIeAnFEWoY6-VG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Oscar Jesse Rideau from Neurosense Psychology 5916 N. Parkway Calabasas Ste in Calabasas, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/12/2023,LA,
12/19/2023,01492-001,12/19/2023,172.45,SPRP,02702-059555,3884275,https://api.docparser.com/v1/document/media/IDPqe6id-nHrYNHwKYc5lM1Ku5AP0mcnzh6H3FY6ojZG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Oscar Jesse Rideau from Los Ninos Children'S Medical C 409 E. Merced Ave Ste A in West Covina, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/19/2023,LA,
12/20/2023,01492-001,12/20/2023,125.74,SPRP,03587-059894,3885497,https://api.docparser.com/v1/document/media/6VfasHUvN1rVBWylywNA374hx1VKXyClf_vGX2TSJwpG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Northern California Orthope 75 Scripps Drive in Sacramento, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/19/2023,01492-001,12/19/2023,280.30,SPRP,03587-059894,3884836,https://api.docparser.com/v1/document/media/Vl3c1-0-hgXX9l3LQJ8xNSeokYjwgeJXxYJGJUn1hxFG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Ucdhs 10545 Armstrong Ave. Ste 1100 in Mather, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/19/2023,LA,
12/20/2023,01492-001,12/20/2023,118.80,SPRP,03587-059894,3885351,https://api.docparser.com/v1/document/media/SrsRe4PLh1_kb4ceQaVg-jO89koE-kpATHhpF-BgqF5G4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from U.c. Davis Professional Billing 10888 White Rock Road Suite 11 in Rancho Cordova, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/21/2023,01492-001,12/21/2023,147.45,SPRP,02702-059555,3885995,https://api.docparser.com/v1/document/media/4asscUSROY8q4Eiu06pEO3x93RQjS--9nedsTM-rxXVG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Oscar Jesse Rideau from Los Ninos Children'S Medical C 1150 N. Hacienda Blvd. in La Puente, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/21/2023,LA,
12/18/2023,01492-001,12/18/2023,282.60,SPRP,03587-059894,3883731,https://api.docparser.com/v1/document/media/JikjlUeb6hKFI7yhDG6jd_8var7Z8GqQWoE9jRZcXhZG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Sierra Family Health Center 15301 Tyler Foote Rd in Nevada City, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/18/2023,LA,
12/20/2023,01492-001,12/20/2023,96.25,SPRP,029155-059831,3885205,https://api.docparser.com/v1/document/media/EQOEtf41MByDEWj2u2BOApCaW3v-W8vCDXQwwDB8MWdG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Matthew S. Botello from Alaska Regional Hospital in 2801 Debarr Rd
Anchorage, Ak.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/20/2023,LA,
12/12/2023,01492-001,12/12/2023,122.46,SPRP,03587-059894,3881381,https://api.docparser.com/v1/document/media/KQJ__ZNJYJQbzgWzzZTkvR8jdK0jskRJCL4qMAB429JG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Gerald E. Patchen, Ii from Insight Imaging 117 Neal St Ste A in Grass Valley, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/12/2023,LA,
12/13/2023,01492-001,12/13/2023,65.00,SPRP,0164-01901,3881907,https://api.docparser.com/v1/document/media/JbH0eHyYqDQHBIhrJSAQiEUqYTTD2wRBG9S3vBzeTKpG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Shalom Caples from Kelly Services in Glendale, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/13/2023,LA,
12/27/2023,01492-001,4/24/2023,66.42,SPRP,02702-059593,3888521,https://api.docparser.com/v1/document/media/11d_t-F96t3-I8Y0HcU1pOWM9cIGlk1Xa5VtuTumk9lG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Martha Y. Cash from Arash Dini in Los Angeles, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,4/24/2023,LA,
12/5/2023,01492-001,12/5/2023,58.50,SPRP,0164-01901,3876988,https://api.docparser.com/v1/document/media/CxbkYhdmYdcluR9x7zcFsuk7MtM2Y968Jkv32Fd1fqBG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Shalom Caples from Mini Mac Self Storage in Grants Pass, Or.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/5/2023,LA,
12/1/2023,01492-001,12/1/2023,75.75,SPRP,0164-01901,3875808,https://api.docparser.com/v1/document/media/87RfRKKKB14I2G_Scpk0hGPtzixM1TF_yujQSP4kCiFG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Shalom Caples from The City Of Grants Pass 101 N.w. A St in Grants Pass, Or.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,12/1/2023,LA,
12/4/2023,01492-001,4/24/2023,195.44,SPRP,02702-059593,3876294,https://api.docparser.com/v1/document/media/jq6EHxb92SgtKVXWz87981ZjfkGvMbWaLWFYz76v8NtG4d8YL9gr2bFTRljPDULWeKTXVdtJldZutsRm73eqBdtTI2M2w2I5Ftr2LbbThiw,,"Records of Martha Y. Cash from Arash Dini in Los Angeles, Ca.",,,2000-0000-01,,,HOLDCLIENT,net 30,1/4/2024,in,,USD,4/24/2023,LA,
